## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value
## 2.0
C-000043,"Power_OK",false,"0",,,,,,,,false,false,"0"
S16-000003,"Power_OK_acc",false,"0",,,,,,,,false,false,"0"
C-000211,"Pressure_Switch_On",false,"0",,,,,,,,false,false,"0"
SWR-001512,"Program Memory Size",false,"0",,,,,,,"Current percentage of CPU memory used by the project",,,
F32-000009,"Radial_Offset",false,"0.0",,,,,,,,false,false,"0.0"
SBRW-001003,"Refresh Critical Error Log",false,"0",,,,,,,"Set On to refresh the ""Critical Error Log""",,,
SBRW-001004,"Refresh Non-Critical Error Log",false,"0",,,,,,,"Set On to refresh the ""Noncritical Error Log""",,,
SSTR-000103,"Requested Module Name",false,,,,50,,,,"Name of specified module (see ""Identify Module Request bit"")",,,
C-000201,"Robot_Comm_Fail",false,"0",,,,,,,,false,false,"0"
C-000202,"Robot_Commisioning_Mode",false,"0",,,,,,,,false,false,"0"
C-000018,"Robot_Fault",false,"0",,,,,,,,false,false,"0"
C-000205,"Robot_Mode",false,"0",,,,,,,,false,false,"0"
C-000019,"Robot_Needs_Servive_HMI",false,"0",,,,,,,,false,false,"0"
C-000150,"Robot_OK_to_start",false,"0",,,,,,,,false,false,"0"
S16-000006,"Robot_Runtime_Hours",true,"2",,,,,,,,false,false,"0"
C-000048,"Robot_Runtime_Hours_Total",true,"0",,,,,,,,false,false,"0"
S16-000005,"Robot_Runtime_Minutes",true,"53",,,,,,,,false,false,"0"
C-000047,"Robot_Runtime_One_Hr",false,"0",,,,,,,,false,false,"0"
C-000044,"Robot_Runtime_One_Min",false,"0",,,,,,,,false,false,"0"
S16-000004,"Robot_Runtime_Seconds",true,"56",,,,,,,,false,false,"0"
C-000203,"Robot_running",false,"0",,,,,,,,false,false,"0"
F32-000010,"Rod_Diameter",false,"0.0",,,,,,,,false,false,"0.0"
US16-000003,"Rod_Diameter_1",true,"0",,,,,,,,false,false,"0"
US16-000006,"Rod_Diameter_2",true,"0",,,,,,,,false,false,"0"
US16-000009,"Rod_Diameter_3",true,"0",,,,,,,,false,false,"0"
US16-000012,"Rod_Diameter_4",true,"0",,,,,,,,false,false,"0"
S16-000035,"Row_Count",false,"0",,,,,,,,false,false,"0"
S16-000036,"Run_Qty",false,"0",,,,,,,,false,false,"0"
S16-000009,"Runtime_Hours_2DA",true,"0",,,,,,,,false,false,"0"
S16-000012,"Runtime_Hours_3DA",true,"0",,,,,,,,false,false,"0"
S16-000015,"Runtime_Hours_4DA",true,"0",,,,,,,,false,false,"0"
S16-000018,"Runtime_Hours_5DA",true,"0",,,,,,,,false,false,"0"
S16-000021,"Runtime_Hours_6DA",true,"0",,,,,,,,false,false,"0"
S16-000024,"Runtime_Hours_7DA",true,"0",,,,,,,,false,false,"0"
S16-000008,"Runtime_Hours_Yesterday",true,"0",,,,,,,,false,false,"0"
S16-000010,"Runtime_Minutes_2DA",true,"0",,,,,,,,false,false,"0"
S16-000013,"Runtime_Minutes_3DA",true,"0",,,,,,,,false,false,"0"
S16-000016,"Runtime_Minutes_4DA",true,"0",,,,,,,,false,false,"0"
S16-000019,"Runtime_Minutes_5DA",true,"0",,,,,,,,false,false,"0"
S16-000022,"Runtime_Minutes_6DA",true,"0",,,,,,,,false,false,"0"
S16-000025,"Runtime_Minutes_7DA",true,"0",,,,,,,,false,false,"0"
S32-000001,"Runtime_Minutes_Yesterday",true,"0",,,,,,,,false,false,"0"
S16-000011,"Runtime_Seconds_2DA",true,"0",,,,,,,,false,false,"0"
S16-000014,"Runtime_Seconds_3DA",true,"0",,,,,,,,false,false,"0"
S16-000017,"Runtime_Seconds_4DA",true,"0",,,,,,,,false,false,"0"
S16-000020,"Runtime_Seconds_5DA",true,"0",,,,,,,,false,false,"0"
S16-000023,"Runtime_Seconds_6DA",true,"0",,,,,,,,false,false,"0"
S16-000026,"Runtime_Seconds_7DA",true,"0",,,,,,,,false,false,"0"
S16-000007,"Runtime_Seconds_Yesterday",true,"0",,,,,,,,false,false,"0"
C-000008,"Shutdown",false,"0",,,,,,,,false,false,"0"
S16-000028,"Springs_Placed_acc",true,"0",,,,,,,,false,false,"0"
C-000014,"Stacklight_Amber",false,"0",,,,,,,,false,false,"0"
C-000025,"Stacklight_Amber_Man_HMI",false,"0",,,,,,,,false,false,"0"
C-000015,"Stacklight_Blue",false,"0",,,,,,,,false,false,"0"
C-000027,"Stacklight_Blue_Man_HMI",false,"0",,,,,,,,false,false,"0"
C-000016,"Stacklight_Green",false,"0",,,,,,,,false,false,"0"
C-000026,"Stacklight_Green_Man_HMI",false,"0",,,,,,,,false,false,"0"
C-000017,"Stacklight_Red",false,"0",,,,,,,,false,false,"0"
C-000024,"Stacklight_Red_Man_HMI",false,"0",,,,,,,,false,false,"0"
C-000206,"Stamp",false,"0",,,,,,,,false,false,"0"
SBR-001010,"Switch in Run Bit",false,"0",,,,,,,"Active if CPU Switch is up (Run)",,,
SBR-001011,"Switch in Stop Bit",false,"0",,,,,,,"Active if CPU Switch is down (Stop)",,,
C-000190,"Temp_Sensor",false,"0",,,,,,,,false,false,"0"
C-000191,"Thru_Beam_Sensor",false,"0",,,,,,,,false,false,"0"
SWR-001507,"Total Scan Count1",false,"0",,,,,,,"Total number of scans since entering Run mode (S32 low word)",,,
SWR-001508,"Total Scan Count2",false,"0",,,,,,,"Total number of scans since entering Run mode (S32 high word)",,,
C-000186,"Valve_Reset",false,"0",,,,,,,,false,false,"0"
C-000193,"Valve_Reset_HMI",false,"0",,,,,,,,false,false,"0"
F32-000011,"Vert_Spacing",false,"0.0",,,,,,,,false,false,"0.0"
C-000031,"Was_DI-0.1.2.1",false,"0",,,,,,,,false,false,"0"
C-000032,"Was_DI-0.1.2.2",false,"0",,,,,,,,false,false,"0"
C-000033,"Was_DI-0.1.2.3",false,"0",,,,,,,,false,false,"0"
C-000034,"Was_DI-0.1.2.4",false,"0",,,,,,,,false,false,"0"
C-000035,"Was_DI-0.1.2.5",false,"0",,,,,,,,false,false,"0"
C-000036,"Was_DI-0.1.2.6",false,"0",,,,,,,,false,false,"0"
C-000037,"Was_DI-0.1.2.7",false,"0",,,,,,,,false,false,"0"
C-000038,"Was_DI-0.1.2.8",false,"0",,,,,,,,false,false,"0"
SBR-001016,"Watchdog Timeout",false,"0",,,,,,,"Active if the overall scan time (logic and I/O) has exceeded the limit set in the project",,,
C-000050,"Wipe_2DA_Time_Data",false,"0",,,,,,,,false,false,"0"
C-000051,"Wipe_3DA_Time_Data",false,"0",,,,,,,,false,false,"0"
C-000052,"Wipe_4DA_Time_Data",false,"0",,,,,,,,false,false,"0"
C-000053,"Wipe_5DA_Time_Data",false,"0",,,,,,,,false,false,"0"
C-000054,"Wipe_6DA_Time_Data",false,"0",,,,,,,,false,false,"0"
C-000055,"Wipe_7DA_Time_Data",false,"0",,,,,,,,false,false,"0"
C-000056,"Wipe_Yesterdays_Time_Data",false,"0",,,,,,,,false,false,"0"
AR1S16-000002(1),"fanuc_In(1)",FALSE,"0",,,,,24,,,,,
AR1S16-000002(2),"fanuc_In(2)",FALSE,"0",,,,,,,,,,
AR1S16-000002(3),"fanuc_In(3)",FALSE,"0",,,,,,,,,,
AR1S16-000002(4),"fanuc_In(4)",FALSE,"0",,,,,,,,,,
AR1S16-000002(5),"fanuc_In(5)",FALSE,"0",,,,,,,,,,
AR1S16-000002(6),"fanuc_In(6)",FALSE,"0",,,,,,,,,,
AR1S16-000002(7),"fanuc_In(7)",FALSE,"0",,,,,,,,,,
AR1S16-000002(8),"fanuc_In(8)",FALSE,"0",,,,,,,,,,
AR1S16-000002(9),"fanuc_In(9)",FALSE,"0",,,,,,,,,,
AR1S16-000002(10),"fanuc_In(10)",FALSE,"0",,,,,,,,,,
AR1S16-000002(11),"fanuc_In(11)",FALSE,"0",,,,,,,,,,
AR1S16-000002(12),"fanuc_In(12)",FALSE,"0",,,,,,,,,,
AR1S16-000002(13),"fanuc_In(13)",FALSE,"0",,,,,,,,,,
AR1S16-000002(14),"fanuc_In(14)",FALSE,"0",,,,,,,,,,
AR1S16-000002(15),"fanuc_In(15)",FALSE,"0",,,,,,,,,,
AR1S16-000002(16),"fanuc_In(16)",FALSE,"0",,,,,,,,,,
AR1S16-000002(17),"fanuc_In(17)",FALSE,"0",,,,,,,,,,
AR1S16-000002(18),"fanuc_In(18)",FALSE,"0",,,,,,,,,,
AR1S16-000002(19),"fanuc_In(19)",FALSE,"0",,,,,,,,,,
AR1S16-000002(20),"fanuc_In(20)",FALSE,"0",,,,,,,,,,
AR1S16-000002(21),"fanuc_In(21)",FALSE,"0",,,,,,,,,,
AR1S16-000002(22),"fanuc_In(22)",FALSE,"0",,,,,,,,,,
AR1S16-000002(23),"fanuc_In(23)",FALSE,"0",,,,,,,,,,
AR1S16-000002(24),"fanuc_In(24)",FALSE,"0",,,,,,,,,,
AR1S16-000001(1),"fanuc_out(1)",FALSE,"0",,,,,24,,,,,
AR1S16-000001(2),"fanuc_out(2)",FALSE,"0",,,,,,,,,,
AR1S16-000001(3),"fanuc_out(3)",FALSE,"0",,,,,,,,,,
AR1S16-000001(4),"fanuc_out(4)",FALSE,"0",,,,,,,,,,
AR1S16-000001(5),"fanuc_out(5)",FALSE,"0",,,,,,,,,,
AR1S16-000001(6),"fanuc_out(6)",FALSE,"0",,,,,,,,,,
AR1S16-000001(7),"fanuc_out(7)",FALSE,"0",,,,,,,,,,
AR1S16-000001(8),"fanuc_out(8)",FALSE,"0",,,,,,,,,,
AR1S16-000001(9),"fanuc_out(9)",FALSE,"0",,,,,,,,,,
AR1S16-000001(10),"fanuc_out(10)",FALSE,"0",,,,,,,,,,
AR1S16-000001(11),"fanuc_out(11)",FALSE,"0",,,,,,,,,,
AR1S16-000001(12),"fanuc_out(12)",FALSE,"0",,,,,,,,,,
AR1S16-000001(13),"fanuc_out(13)",FALSE,"0",,,,,,,,,,
AR1S16-000001(14),"fanuc_out(14)",FALSE,"0",,,,,,,,,,
AR1S16-000001(15),"fanuc_out(15)",FALSE,"0",,,,,,,,,,
AR1S16-000001(16),"fanuc_out(16)",FALSE,"0",,,,,,,,,,
AR1S16-000001(17),"fanuc_out(17)",FALSE,"0",,,,,,,,,,
AR1S16-000001(18),"fanuc_out(18)",FALSE,"0",,,,,,,,,,
AR1S16-000001(19),"fanuc_out(19)",FALSE,"0",,,,,,,,,,
AR1S16-000001(20),"fanuc_out(20)",FALSE,"0",,,,,,,,,,
AR1S16-000001(21),"fanuc_out(21)",FALSE,"0",,,,,,,,,,
AR1S16-000001(22),"fanuc_out(22)",FALSE,"0",,,,,,,,,,
AR1S16-000001(23),"fanuc_out(23)",FALSE,"0",,,,,,,,,,
AR1S16-000001(24),"fanuc_out(24)",FALSE,"0",,,,,,,,,,
C-000001,"temp_second",false,"0",,,,,,,,false,false,"0"
